text,label,dialect,type
حذاء إلكتروني يمنحك سرعة النعامة,0,standard,neutral
الله يكون فالعون,1,dialectal,positive
فى زمن الانقلاب قتل المسلم الملتحى فى مصر ليس ارهابا هى الحرب على الاسلام,0,standard,negative
جريمة غير مقبولة دماء هؤلاء الشهداء تستدعى موقفا جادا حفاظا على كرامتنا كمسلمين,0,standard,negative
رفيق شهيدة الهجرة يطالب الدولة بتعويض عن رصاص البحرية,0,standard,neutral
الله يحفظك و يحفظ بلادك,0,standard,positive
كيعجبهم البلدي,1,dialectal,neutral
طبعا لا توصي حريص,1,dialectal,positive
حاولي توصلي الميساج للطرف الاخر بلا ما تخسري له خاطروا,0,standard,neutral
ممتن لك شكرا,0,standard,positive
استغفر الله اختاه,0,standard,positive
صباح الأزقة القديمة في الرباط الجميلة صباح السعادة والقهوة والشوكولاتة,0,standard,positive
أتجاهل سيئاتك حبا لا غباء,0,standard,positive
لا داعي للإعتذار أخي سعر معقول بالنسبة لتركيز العطر ألف شكر,0,standard,positive
من المستحسن تحدد الموقع في كل تغريدة,0,standard,positive
خدمة الفساد,0,standard,negative
الجمال يكمن في الخلق و الروح و الاخلاق فعن اي جمال تتحدث,0,standard,positive
و ما يحزن اكثر من هادشي كامل انك تجد الفيس فضاء لنشر الفضائح و الطعن في اعراض الناس و سرعة انتشار الفضيحة مقارنة مع الاشياء المفيدة اين نحن من الاسلام,0,standard,negative
من المؤسف ان هذا حالنا اللذي نعيشه الان,0,standard,negative
تقبل الله منا ومنكم صالح الأعمال مبارك عليكم الشهر,0,standard,positive
كبار الدائنين يجربون محاولات أخيرة لإعادة تشغيل بقايا سامير,0,standard,neutral
نعم هذا ما أقصده من يقولون ان الإحتجاج فتنة هم من ساهموا في طحن محسن نهم لم يدعموا الإنسان يوما,0,standard,negative
اوا حتى انت صبرت راسي,1,dialectal,neutral
تعابير رائعة و أسلوب أروع,0,standard,positive
تراودني فكره البعد عن كل حاجه,0,standard,neutral
المغرب يتأهل لكأس افريقيا بعد خسارة الملاوي امام جزر القمر,0,standard,mixed
يعيش الطبيب على ضعف البشر يعيش المحامي على شر البشر و يعيش رجل الدين على غباء البشر,0,standard,negative
الله يصلح احوال الامة,0,standard,positive
ممثل المغرب في دوري أبطال أفريقيا,0,standard,neutral
هدف الاول في مرمى الاتحاد السكندي كاس زايد للاندية الابطال,0,standard,neutral
مساء الخير والرضى,0,standard,positive
إن الهوى جرحه عذاب وأجمل أيامه غياب,0,standard,negative
اللهم كما رفعت السماء بلا عمد ارفع السرطان من كل جسد,0,standard,positive
لا اعتقد,0,standard,neutral
الله الله قمة في الابداع تسلم الانامل اختي وشكرا بزاف على روحك الطيبة والاصيلة,0,standard,positive
أنا جاهل في العتاب أنا عتابي غياب,0,standard,negative
باقي ساعة وحدة فقط,1,dialectal,neutral
أنا كرهت هده البلاد من كثرة الظلم و التمييز,0,standard,negative
يرحلون ويأتي أجمل منهم فلا تخشى فراق احد,0,standard,positive
بعض المرات يكون الهاتف سبب بعض المشاكل لهذا الى ما وصلك منو تا حاجة كتهنى,1,dialectal,neutral
الإصابات تهدد لعب مزراوي وزياش في أجاكس,0,standard,negative
رونار يكشف أسرارا في تركيبة الأسود,0,standard,neutral
حتى هذي ماعرفتش كيدارو ليها,1,dialectal,neutral
لاغاب صوتك ، غابت عني أفراحي,1,dialectal,negative
الله يكبر بيك وݣول آمين,0,standard,positive
مال سورة التوبة كتقول شد وحدة اغتصبحا حيت نتا حيوان و باش تخفي جريمتك قتلها وقطعها,1,dialectal,negative
فليس الحلم ماتراه في نومك ، انما الحلم ما يمنعك من النوم,0,standard,neutral
هادي احسن,1,dialectal,positive
هادي زوينة,1,dialectal,positive
مصر خسرت أرواح أبنائها التي لا تعوض بمال,0,standard,negative
معولين على ميسي و لا لاعب ارجنتيني تفوق ف شي ثنائية على الكروات من غير گويرو لي كان مقاتل شوي اما الباقي ف مجرد فشلة,1,dialectal,mixed
انت وزهرك,1,dialectal,neutral
عندهم واحدة الجمجمة ديال الإنسان القديم,1,dialectal,neutral
كاس من الماء الفاتر مضاف له عصير ليمونة و ملعقة كبيرة من العسل الحر,0,standard,neutral
استمرار للقمع وانتهاك لحقوق الإنسان,0,standard,negative
ليس لدي ما أقوله سوى أبدعت كالعادة,0,standard,positive
موحالش واش باقي تدوز من حدايا,1,dialectal,neutral
ممكن تسامح الغريب بسهولة ولكن القريب اصعب بكثير,0,standard,mixed
بعيد,0,standard,neutral
الله يغفر لنا و صافي,0,standard,positive
الحياة هي التجارب هي المغامرات هي أن تصعد في جبل كله شوك و صخر حاد و تستغرق ساعات للوصول للقمة و الأمطار ترافقك من الخطوة الأولى حتى النهاية و تصبح أكثر عرضة للمخاطر الأكثر من ذلك هو أن تركبه ليلا,0,standard,neutral
دقة الملاحظة تتعرفوا بعضياتكم,1,dialectal,positive
الصبر الذي تتحمله قلوبنا لن يضيع عند الله,0,standard,positive
المزيد من النجاح حبيبي,0,standard,positive
ما أعظم أن يستطيع الإنسان أن يخفي مشاعره حتى عندما تنازعه نفسه لتفجيرها بعيون دامعة إنكسارا لأجل صمت أنيق,0,standard,positive
كيف نقبل هذه المسرحية الرديئة,0,standard,negative
المغاربة عزيز عليهم التبرگيگ اما الأمراض و الفيروسات ف أهل الاختصاص هوما العشابة و فتيحة الشوافة,1,dialectal,negative
ان شاء الله ياربي,1,dialectal,negative
تستحق الوصول لهذا,0,standard,positive
امين الهي يسعدك و يفرح قلبك يا غالية,1,dialectal,positive
والشرف لهاد البلاد الكريمة يكون فيها شباب مخلصين بحالك ربي يرفع مقامك اكثر واكثر,1,dialectal,positive
ما عرفتش إنا واحد نختار,1,dialectal,neutral
تماما فالكلمة الطيبة و الابتسامة مفاتيح لولوج القلوب,0,standard,positive
ولد الحرام,1,dialectal,negative
هذا ليس اطراء هذا جزء من واقع,0,standard,positive
هادشي لي بانليا مع الاسف,1,dialectal,negative
بلد يديرها اغبياء و حراميه,0,standard,negative
قرار انسحاب البرادعي خاطىء وتوقيته خاطىء,0,standard,negative
اتحاد طنجة يتلقى أنباء سارة بخصوص غريب,0,standard,neutral
كلامي كان بتعبير مجازي و الغباءة قصدت بها غطاء النوايا و ليس الثوب و اسفة اني لست مسؤولة عن عدم فهمك تحياتي,0,standard,mixed
تسلم يا الغالي و الله هذا المقصود من النشر اللغة لها اهلها و اغلب من يتقلدون المناصب لا تهمهم لهذا نرى الكوارث عندما يتكلمون,0,standard,mixed
الأمل مجرد وهم,0,standard,negative
هذه أقوى المواجهات بين أسود الأطلس ومنتخبات أمريكا الجنوبية,0,standard,neutral
لو لا الألم ماعرفنا معنا السعاده ولو لا الجفا ماعرفنا قيمة اللوصال,0,standard,mixed
أنت تملك وغيرك يفتقد انت بخير وهناك من يتألم انت بصحة جيدة وهناك مرضى لم يشفوا أنت سعيد وغيرك يمزقه الحزن,0,standard,mixed
تبا لكل من كان سببا في دمار البلاد و العباد,0,standard,negative
